,Poster_Link,Series_Title,Released_Year,Runtime,Genre,Rating,Overview,Director,Star1,Star2
245,https://avatars.mds.yandex.net/get-kinopoisk-image/10835644/c45c4a18-5398-407b-96a5-2c2bd473a22a/300x450,Сталкер,2023,1 ч 37 мин,"триллер, боевик, криминал",6.7,В сельской местности штата Орегон девушка спасается бегством от разъярённого мужчины с ружьём.,ДжейТи Моллнер,Уилла Фицджералд,Кайл Галлнер
246,https://avatars.mds.yandex.net/get-kinopoisk-image/10703859/e77e0b96-da8a-495a-b458-478353956cef/300x450,Досье «Чёрная канарейка»,2024,1 ч 41 мин,"боевик, драма",6.5,"Чтобы спасти похищенного террористами мужа, лучший оперативник ЦРУ Эйвери Грейвс вынуждена поставить на карту все: безупречную репутацию, преданность своему делу, да и саму жизнь. Неожиданно став чужой среди своих, она поднимает связи в преступном мире, чтобы раздобыть секретную информацию, которую требуют похитители. Эйвери теперь может положиться только на свои исключительные боевые навыки в смертельной гонке за бесценными данными, способными спровоцировать глобальную катастрофу.",Пьер Морель,Кейт Бекинсейл,Руперт Френд
247,https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/e73af80a-2fb8-4b7f-80a1-4a4f7106fe93/300x450,Обливион,2013,2 ч 5 мин,"фантастика, боевик, триллер, приключения, мелодрама",7.2,"Земля, пережившая войну с инопланетными захватчиками, опустела; остатки человечества готовятся покинуть непригодную для жизни планету. Главный герой — техник по обслуживанию дронов — находит разбившийся корабль NASA, команда которого погибает у него на глазах. Ему удаётся спасти лишь одну женщину — и вскоре он понимает, что это перевернёт его жизнь.",Джозеф Косински,Том Круз,Ольга Куриленко
248,https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/7deec01b-d360-48de-8d32-e03aaf50ef37/300x450,Территория девственниц,2007,1 ч 37 мин,"мелодрама, комедия, приключения",5.4,"Хулиганские выходки и нежные любовные истории, порок и невинность, коварство и чувственность, роскошные пейзажи и палаццо Рима, Флоренции и Тосканы, красивые лица и шикарные костюмы — в ироничных и пикантных новеллах в традициях вечного «Декамерона». Как и семь веков назад, во времена старины Боккаччо, юные тела и души, слившись в экстазе красоты и страсти, побеждают беспощадную чуму и воспевают гимн радости жизни и любви.",Дэвид Лиленд,Хейден Кристенсен,Миша Бартон
249,https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/740fe2d6-0813-470a-8ca0-38cda5ba2303/300x450,Догмен,2023,1 ч 53 мин,"драма, боевик",7.7,"Попавшегося полиции странного мужчину в инвалидной коляске, у которого в фургоне обнаружили стаю разнопородных собак, а в месте его проживания — несколько трупов, допрашивает психиатр-криминалист. Тот охотно рассказывает о своём трудном детстве: как жестокий отец посадил его в клетку к псам, из-за чего у мальчика развилась с животными невероятная эмоциональная связь — теперь собаки в точности выполняют все его приказы.",Люк Бессон,Калеб Лэндри Джонс,Джоджо Т. Гиббс
250,https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/da4de554-1139-4267-8b44-b46ceb9eabfb/300x450,День Шакала,1973,2 ч 23 мин,"детектив, триллер, криминал, история",7.8,"Ультраправая подпольная террористическая организация ОАС решает устранить президента Франции Шарля де Голля. Для этой цели привлекается наёмный убийца по кличке Шакал, который соглашается выполнить эту работу за полмиллиона долларов.",Фред Циннеман,Эдвард Фокс,Микаэль Лонсдаль
251,https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/5bf49fa3-333d-4625-9857-14b533adbad7/300x450,12 лет рабства,2013,2 ч 13 мин,"драма, биография, история",7.9,"США после Гражданской войны. Семьянин Соломон Нортап живёт и работает в штате Нью-Йорк, когда однажды ему предлагают привлекательную работу в Вашингтоне. По прибытии Соломона похищают, и он становится рабом на долгие 12 лет.",Стив МакКуин,Чиветель Эджиофор,Майкл Фассбендер
252,https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/9e9e2b2c-a3c1-462e-8d84-e6a19fbe5b9c/300x450,Пятый элемент,1997,2 ч 6 мин,"фантастика, боевик, комедия, мелодрама",8.1,"Каждые пять тысяч лет открываются двери между измерениями и темные силы стремятся нарушить существующую гармонию. Каждые пять тысяч лет Вселенной нужен герой, способный противостоять этому злу. XXIII век. Нью-йоркский таксист Корбен Даллас должен решить глобальную задачу - спасение всего рода человеческого. Зло в виде раскаленной массы, наделенной интеллектом, надвигается на Землю. Победить его можно, только лишь собрав воедино четыре элемента (они же стихии - земля, вода, воздух и огонь) и добавив к ним загадочный пятый элемент.",Люк Бессон,Брюс Уиллис,Милла Йовович
253,https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/66e72cac-9a6b-471d-8b05-96bef9dbc3a1/300x450,Индиана Джонс и колесо судьбы,2023,2 ч 34 мин,"фантастика, боевик, приключения",6.5,"Неувядающий авантюрист и пытливый археолог-исследователь по-прежнему в седле. На этот раз ему придётся столкнуться с непростой задачей, которую решить на раз-два вряд ли получится. Но Индиана Джонс не даст слабину и не отступит при виде даже самой безнадёжной ситуации.",Джеймс Мэнголд,Харрисон Форд,Фиби Уоллер-Бридж
254,https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/6bbc44be-6d36-4037-a9c8-889b65f4550b/300x450,El Camino: Во все тяжкие,2019,2 ч 2 мин,"драма, криминал",7.2,"Джесси Пинкман сбежал от неонацистов. Не зная, куда ему податься, он скрывается от полиции, похитителей и прошлого. Теперь он должен понять, как ему жить дальше.",Винс Гиллиган,Аарон Пол,Джесси Племонс
255,https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/84934543-5991-4c93-97eb-beb6186a3ad7/300x450,Джокер,2019,2 ч 2 мин,"драма, криминал, триллер",8.0,"Готэм, начало 1980-х годов. Комик Артур Флек живет с больной матерью, которая с детства учит его «ходить с улыбкой». Пытаясь нести в мир хорошее и дарить людям радость, Артур сталкивается с человеческой жестокостью и постепенно приходит к выводу, что этот мир получит от него не добрую улыбку, а ухмылку злодея Джокера.",Тодд Филлипс,Хоакин Феникс,Роберт Де Ниро
256,https://avatars.mds.yandex.net/get-kinopoisk-image/10671298/c8a83021-cf48-4359-b498-cb41743e67ae/300x450,Ледяной страх,2023,1 ч 30 мин,триллер,5.7,"Несколько часов назад она подавала вишневые пироги в придорожном кафе. А он, такой ухоженный и галантный, был её последним клиентом. Теперь они вдвоем в машине посреди неизвестности. Колёса увязли в снегу. За окном бушует ледяная буря, и ревёт нечто ужасное. Слишком большое даже для медведя.",Себастьен Друэн,Аллен Лич,Нина Бергман
257,https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/3fceb4eb-1752-4322-8730-dcdc369994ea/300x450,Крампус,2015,1 ч 38 мин,"ужасы, фэнтези, комедия",5.8,"История о демоне, который во время Рождества выискивает непослушных детей, чтобы наказать их.",Майкл Догерти,Эмджей Энтони,Адам Скотт
258,https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/2f1d1d22-606c-4653-bffd-babcca6ff6aa/300x450,Опасная игра Слоун,2016,2 ч 12 мин,"драма, криминал",8.0,"Элизабет Слоун — самый востребованный и рисковый лоббист политического бизнеса США. Ловко ведя психологические игры и используя искусство манипуляции, она сражает оппонентов своей непредсказуемостью и никогда не проигрывает. Но когда она берется за самое сложное в своей карьере дело, то понимает, что цена победы может быть слишком высокой.",Джон Мэдден,Джессика Честейн,Марк Стронг
259,https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/07c1d9a4-5c35-4695-b23b-99ca9b8f37d2/300x450,Фантастические твари: Тайны Дамблдора,2022,2 ч 22 мин,"фэнтези, приключения, семейный",6.1,"Профессор Альбус Дамблдор узнаёт, что могущественный тёмный волшебник Геллерт Грин-де-Вальд планирует захватить власть над миром. Понимая, что не сможет остановить его в одиночку, Дамблдор просит магозоолога Ньюта Саламандера возглавить команду выдающихся волшебников и одного отважного магла-пекаря. Им предстоят невероятно опасные приключения, встреча со старыми и укрощение новых магических существ и борьба со сторонниками Грин-де-Вальда, которых становится всё больше.",Дэвид Йейтс,Эдди Редмэйн,Джуд Лоу
260,https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/ae22f153-9715-41bb-adb4-f648b3e16092/300x450,Мстители: Финал,2019,3 ч 1 мин,"фантастика, боевик, драма, приключения",7.9,"Оставшиеся в живых члены команды Мстителей и их союзники должны разработать новый план, который поможет противостоять разрушительным действиям могущественного титана Таноса. После наиболее масштабной и трагической битвы в истории они не могут допустить ошибку.",Энтони Руссо,Роберт Дауни мл.,Крис Эванс
261,https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/30d8805e-64e8-4464-8e21-eeb5bf19a1cb/300x450,Фантастические твари и где они обитают,2016,2 ч 12 мин,"фэнтези, приключения, семейный",7.6,"Поиск и изучение необычайных волшебных существ приводят магозоолога Ньюта Саламандера в Нью-Йорк. Скорее всего, он отбыл бы на поезде дальше, если бы не немаг (так в Америке называют магглов) по имени Якоб, оставленный в неположенном месте магический чемодан и побег из него фантастических животных Ньюта.",Дэвид Йейтс,Эдди Редмэйн,Кэтрин Уотерстон
262,https://avatars.mds.yandex.net/get-kinopoisk-image/10671298/9b2c8970-3b83-4812-80d6-38bb2d5aeafa/300x450,Мадам Паутина,2024,1 ч 56 мин,"фантастика, боевик, приключения",4.9,"Медсестра из Манхэттена Кассандра Уэбб открывает в себе способность видеть будущее и понимает, что может использовать эту силу, чтобы его изменить. Столкнувшись с тайнами своего прошлого, Кассандра знакомится с тремя девушками, которым суждено однажды стать великими, если они вместе смогут пережить смертельно опасное настоящее.",С. Дж. Кларксон,Дакота Джонсон,Сидни Суини
263,https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/d1c854bf-5337-4c7d-97f7-c867a8fd083a/300x450,Реинкарнация,2018,2 ч 7 мин,"ужасы, драма, детектив",6.4,"После смерти матери в ранее спокойном доме Энни начинает твориться нечто необъяснимое. Теперь под угрозой жизнь её близких, и с каждым днём открываются новые ужасающие секреты семьи.",Ари Астер,Тони Коллетт,Гэбриел Бирн
264,https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/97e9d2eb-0aeb-4644-88f1-67eea45b6b2e/300x450,500 дней лета,2009,1 ч 35 мин,"мелодрама, комедия",7.6,"Главный герой работает в агентстве, выпускающем поздравительные открытки. Он придумывает все те забавные подписи, которые мы с Вами читаем на них. Молодой человек влюбляется в свою коллегу и решает, что она - «та, единственная». Но 500 дней их отношений показывают герою, что путь к счастью непредсказуем, неконтролируем и - невероятно забавен!",Марк Уэбб,Джозеф Гордон-Левитт,Зои Дешанель
265,https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/af92d310-4ae5-4daa-b42c-5bcc380c2e6e/300x450,Мстители: Война бесконечности,2018,2 ч 29 мин,"фантастика, боевик, приключения",8.1,"Пока Мстители и их союзники продолжают защищать мир от различных опасностей, с которыми не смог бы справиться один супергерой, новая угроза возникает из космоса: Танос. Межгалактический тиран преследует цель собрать все шесть Камней Бесконечности - артефакты невероятной силы, с помощью которых можно менять реальность по своему желанию. Всё, с чем Мстители сталкивались ранее, вело к этому моменту – судьба Земли никогда ещё не была столь неопределённой.",Энтони Руссо,Роберт Дауни мл.,Крис Хемсворт
266,https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/cd539991-3fae-4931-b7d7-1d9e54cbc969/300x450,Американский психопат,2000,1 ч 42 мин,"драма, криминал, триллер",7.2,"Днем он ничем не отличается от окружающих, и в толпе вы не обратите на него внимания. Но ночью этот благовидный гражданин превращается в изощренного убийцу.",Мэри Хэррон,Кристиан Бэйл,Уиллем Дефо
267,https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/3fabdd0d-9b34-4cbf-a3b0-eb8448ccc122/300x450,Мементо,2000,1 ч 53 мин,"триллер, детектив, драма, криминал",7.9,"Леонард Шелби изысканно и дорого одет, ездит на новеньком «Ягуаре», но останавливается в дешевых мотелях. Он всеми силами пытается найти убийцу жены. Его проблема — редкая форма амнезии, потеря короткой памяти — помня все до убийства, он не помнит, что было 15 минут назад.",Кристофер Нолан,Гай Пирс,Кэрри-Энн Мосс
268,https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/6a3bd463-283f-403f-87c2-858064377a96/300x450,Молчание,2019,1 ч 30 мин,"ужасы, фантастика, триллер, драма",5.7,"Спелеологи вскрыли древнюю пещеру в Пенсильвании и выпустили на свободу агрессивных кровожадных существ, похожих на летучих мышей. Твари слепы, ориентируются только на звук, быстро перемещаются на кожистых крыльях и довольно шустро размножаются, поэтому вскоре распространяются по Северной Америке, неся хаос, смерть и уничтожая цивилизацию.",Джон Р. Леонетти,Стэнли Туччи,Кирнан Шипка
269,https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/6492653f-11d5-4087-a1d2-ec7a74f161d3/300x450,"Карты, деньги, два ствола",1998,1 ч 47 мин,"боевик, комедия, криминал",8.6,"Четверо приятелей накопили по 25 тысяч фунтов, чтобы один из них мог сыграть в карты с опытным шулером и матерым преступником, известным по кличке Гарри Топор. Парень проиграл 500 тысяч, на выплату долга ему дали неделю, а в противном случае и ему и его друзьям каждый день будут отрубать по пальцу. Ребята решают ограбить бандитов, решивших ограбить трех ботаников, выращивающих марихуану для местного наркобарона.",Гай Ричи,Джейсон Флеминг,Декстер Флетчер
270,https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/c763cab4-ee73-449a-9717-701052dfbffb/300x450,Эта замечательная жизнь,1947,2 ч 10 мин,"фэнтези, драма, мелодрама, семейный",8.4,"Джордж Бейли, житель небольшого провинциального городка, всегда хотел повидать мир, но обстоятельства не давали ему покинуть родные места. Он жертвовал собой ради других, копил каждый цент, чтобы содержать семью, брал взаймы и защищал городок от злого банкира Поттера. И вот, в канун Рождества, расстроенный бесчисленными проблемами и терзаемый мыслями, что лучше бы и вовсе не рождаться, Джордж решается на отчаянный поступок. Но именно в этот момент к нему приходит ангел, чтобы показать мужчине, какой была бы жизнь, если бы он не родился.",Фрэнк Капра,Джеймс Стюарт,Донна Рид
271,https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/58342449-7a6b-4e45-ab56-aa050f01bbe8/300x450,Заговоренная,2024,1 ч 48 мин,"ужасы, триллер, детектив",5.1,"Кейт работает над книгой об идейном серийном убийце Маршалле Грейсоне, на счету которого 53 жертвы. Ими стали те, кто, по его мнению, приближает конец света. Кейт присутствует на заседании суда, где неожиданно Грейсон набрасывается на нее и пытается что-то сказать. Девушка приходит в себя в больнице и не помнит ни нападения, ни того, что ей сказал Маршалл. После этого дня с ней начинают происходить странные и необъяснимые вещи.",Шелдон Уилсон,Лорен Ли Смит,Элла Бэллентайн
272,https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/0a8dd3ce-d0ce-493d-9590-37977ae5b833/300x450,"Человек, который изменил всё",2011,2 ч 13 мин,"драма, спорт, биография, история",7.7,"2001 год. Менеджер бейсбольной команды Oakland Athletics Билли Бин после проигрыша в ключевом матче команде New York Yankees, которая обладает значительно большим бюджетом, решает в корне изменить систему подбора игроков. Во время деловой поездки в Кливленд он знакомится с молодым выпускником Йеля, экономистом Питером Брэндом, который при помощи математических расчётов предлагает внедрить новаторскую схему оценки полезности игроков, основываясь на показателях их личной статистики.",Беннетт Миллер,Брэд Питт,Джона Хилл
273,https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/e849937d-99d7-418f-bbaa-0a7e7cfff385/300x450,Твоё имя,2016,1 ч 50 мин,"аниме, мультфильм, фэнтези, драма, мелодрама",8.4,"Токийский парень Таки и провинциальная девушка Мицуха обнаруживают, что между ними существует странная связь. Во сне они меняются телами и проживают жизни друг друга. Но однажды эта способность исчезает так же внезапно, как появилась. Таки решает во что бы то ни стало отыскать Мицуху.",Макото Синкай,Рюносукэ Камики,Монэ Камисираиси
274,https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/73e1c12a-7b14-408f-b5e9-b01765b29d36/300x450,Константин: Повелитель тьмы,2005,2 ч 1 мин,"фэнтези, ужасы, боевик, детектив",7.9,"Джону Константину удалось не только побывать в аду, но и вернуться обратно. Родившись с неугодным самому себе талантом — способностью распознавать помесь ангелов и демонов, которые бродят по земле в облике людей, — Константин под давлением обстоятельств пытается совершить самоубийство, лишь бы избавиться от мучительных видений. Но неудачно. Воскрешенный против собственной воли он снова оказывается в мире живых. Теперь, отмеченный печатью суицида и получивший временное право на жизнь, он патрулирует границу, разделяющую рай и ад, тщетно надеясь на обретение спасения путем сражения с земными ставленниками зла.",Фрэнсис Лоуренс,Киану Ривз,Рэйчел Вайс
275,https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/16540c50-325d-493e-ade8-84c1084a186c/300x450,Остров иллюзий,2022,1 ч 32 мин,триллер,6.1,"Инфлюенсерша Мэдисон проводит отпуск на шикарном курорте Таиланда в одиночестве, потому что у её парня, и по совместительству менеджера, в последний момент нашлись более важные дела. Изнывая от скуки, она знакомится с загадочной девушкой, которая очень хорошо знает местность. С новой подругой Мэдисон посещает интересные заведения и, поддавшись соблазну испытать что-то новое, отправляется с ней на далёкий необитаемый остров, где девушку и впрямь поджидает нечто неожиданное.",Кертис Дэвид Хардер,Кассандра Нод,Эмили Теннант
276,https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/3c2d97cf-8e52-4153-8931-081eb51f1bd4/300x450,Выживший,2015,2 ч 36 мин,"приключения, вестерн, боевик, драма, биография",7.8,"Охотник Хью Гласс серьезно ранен на неизведанных просторах американского Дикого Запада. Товарищ Хью по отряду покорителей новых земель Джон Фицжеральд предательски оставляет его умирать в одиночестве. Теперь у Гласса осталось только одно оружие – его сила воли. Он готов бросить вызов первобытной природе, суровой зиме и враждебным племенам индейцев, только чтобы выжить и отомстить Фицжеральду.",Алехандро Гонсалес Иньярриту,Леонардо ДиКаприо,Том Харди
277,https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/14af6019-b2fe-4e1e-bee5-334d9e472d94/300x450,Чужой,1979,1 ч 56 мин,"ужасы, фантастика, триллер",8.1,"В далеком будущем возвращающийся на Землю грузовой космический корабль перехватывает исходящий с неизвестной планеты сигнал. Экипаж, в соответствии с основными инструкциями, обязан найти и исследовать источник сигнала. Оказавшись на планете, астронавты повсюду обнаруживают предметы, по виду напоминающие гигантские коконы.",Ридли Скотт,Сигурни Уивер,Том Скеррит
278,https://avatars.mds.yandex.net/get-kinopoisk-image/10592371/f16837f7-812e-4e53-83f3-08bb9b9f30d7/300x450,Озеро Каддо,2024,1 ч 43 мин,"триллер, драма, детектив",6.9,"Парень Пэрис вместе с матерью попадает в автокатастрофу, в результате которой мать погибает. Спустя время, не в силах оправиться от этих событий, Пэрис пытается разобраться в прошлом матери, ведь у неё периодически возникали приступы, но врачи так и не смогли поставить ей диагноз. В это же время подросток Элли, у которой напряжённые отношения с матерью и отчимом, пытается отыскать 8-летнюю сводную сестру Анну, пропавшую без вести на озере Каддо.",Логан Джордж,Дилан О’Брайен,Элайза Сканлен
279,https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/b3523148-1b6a-41b1-a2df-c668e2a4deb8/300x450,Дьявол в деталях,2020,2 ч 8 мин,"детектив, криминал, триллер, драма",6.6,"Октябрь 1990 года. Уже немолодого заместителя окружного шерифа Джо Дикона по прозвищу Дики отправляют с мелким поручением в Лос-Анджелес. Именно тут пять лет назад он был уважаемым детективом, но одно расследование испортило ему жизнь и подорвало здоровье. Дики знакомится с молодым амбициозным коллегой Джимом Бэкстером, который ведёт дело об убийствах, подозрительно напоминающих те самые — нераскрытые пятилетней давности. Дики решает задержаться в командировке, на этот раз довести дело до конца и вычислить маньяка любой ценой.",Джон Ли Хэнкок,Дензел Вашингтон,Рами Малек
280,https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/a74d86f6-a78a-46dd-8c1e-65cd79984902/300x450,Никто,2021,1 ч 32 мин,"боевик, триллер, криминал",7.4,"Непримечательный и незаметный семьянин Хатч живёт скучной жизнью обычного аудитора, пока однажды в его дом не вламываются грабители. И это бы сошло им с рук, если бы они не забрали браслетик его маленькой дочки. Не в силах это терпеть, Хатч отправляется на поиски наглецов, а на обратном пути ввязывается в драку с пьяными хулиганами, пристававшими к девушке в общественном транспорте. От души помахав кулаками, наш аудитор отправляет дебоширов в больницу, но оказывается, что один из пострадавших — брат влиятельного русского бандита. И он теперь жаждет мести.",Илья Найшуллер,Боб Оденкёрк,Алексей Серебряков
281,https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/6e11a16e-c9e7-491f-9162-01098a7d8dd9/300x450,Тайна Коко,2017,1 ч 45 мин,"мультфильм, фэнтези, комедия, приключения, семейный, музыка",8.7,"12-летний Мигель живёт в мексиканской деревушке в семье сапожников и тайно мечтает стать музыкантом. Тайно, потому что в его семье музыка считается проклятием. Когда-то его прапрадед оставил жену, прапрабабку Мигеля, ради мечты, которая теперь не даёт спокойно жить и его праправнуку. С тех пор музыкальная тема в семье стала табу. Мигель обнаруживает, что между ним и его любимым певцом Эрнесто де ла Крусом, ныне покойным, существует некая связь. Паренёк отправляется к своему кумиру в Страну Мёртвых, где встречает души предков. Мигель знакомится там с духом-скелетом по имени Гектор, который становится его проводником. Вдвоём они отправляются на поиски де ла Круса.",Ли Анкрич,Энтони Гонсалес,Гаэль Гарсиа Берналь
282,https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/33433892-a787-4c4a-ad08-943db8f88c7e/300x450,Убийцы цветочной луны,2023,3 ч 26 мин,"драма, криминал, история",7.2,"Вскоре после Первой мировой Эрнест Беркхарт, отслуживший во Франции поваром, приезжает в Оклахому, где находится крупная резервация индейцев племени осейдж, внезапно разбогатевших из-за обнаруженной на их земле нефти. Там живёт его дядя Уильям Хейл по прозвищу Король — друг индейцев и большой человек. Король убеждает Эрнеста посвататься к Молли Кайл, молодой женщине из зажиточной индейской семьи. Идея состоит в том, чтобы земельные права этой семьи со временем перешли к Беркхарту (читай к Хейлу), а для этого всего лишь должны умереть мама Молли, её сёстры и она сама.",Мартин Скорсезе,Леонардо ДиКаприо,Роберт Де Ниро
283,https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/23ea826c-b42b-43ce-b203-01da70655aea/300x450,Дюнкерк,2017,1 ч 46 мин,"военный, драма, история",7.3,"Фильм расскажет историю чудесного спасения более трехсот тысяч солдат в ходе Дюнкеркской операции, имевшей место в начале Второй мировой войны. События начинаются с окружения сотен тысяч британских и союзных войск силами противника. Пойманные в ловушку на пляже, и находясь спиной к морю, они сталкиваются лицом к лицу с неразрешимой ситуацией, тем временем как тиски противника сжимаются все сильнее и сильнее.",Кристофер Нолан,Финн Уайтхед,Том Глинн-Карни
284,https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/e3be72ca-bba0-4ee7-823d-75c442670e69/300x450,Ключ от всех дверей,2005,1 ч 44 мин,"ужасы, триллер, драма, детектив",7.3,"25-летняя Кэролайн Эллис устраивается работать сиделкой к пожилому инвалиду Бену Деверо, владельцу огромного особняка неподалеку от Луизианы. Его жена Вайолет вручает девушке универсальный ключ от всех дверей в доме. Однажды Кэролайн обнаруживает на чердаке секретную комнату с массой мистических предметов. Хозяйка утверждает, что вещи принадлежат бывшим владельцам, которые занимались чёрной магией. Вскоре Кэролайн становится свидетельницей довольно странных и необъяснимых событий и решает во что бы то ни стало разгадать секрет таинственной комнаты.",Иэн Софтли,Кейт Хадсон,Джина Роулендс
285,https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/7b756b66-ae33-46c6-be5f-03c3577a7f8b/300x450,Всё везде и сразу,2021,2 ч 19 мин,"фантастика, комедия, боевик, приключения, драма",7.2,"В жизни Эвелин царит бардак. Она никак не может составить налоговый отчёт, пожилой отец постоянно требует внимания, муж витает в облаках, а ещё и дочка добавляет проблем своей личной жизнью. Во время визита в налоговую всё запутывается ещё сильнее — оказывается, Эвелин может скакать по параллельным вселенным и получать доступ к воспоминаниям и навыкам других версий самой себя. И теперь, в полнейшем хаосе, женщине придётся противостоять загадочной злой сущности, которая решила разрушить не только этот мир, но и всю мультивселенную.",Дэн Кван,Мишель Йео,Джейми Ли Кёртис
286,https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/27ca3354-35f9-4a74-8c7b-ed3604db27a7/300x450,Заклятие,2013,1 ч 52 мин,"ужасы, детектив",7.3,"Эд и Лоррейн Уоррены — детективы, которые расследуют паранормальные дела. Однажды к ним обращается семья, страдающая от злого духа. Уоррены, вынужденные сражаться с могущественной демонической сущностью, сталкиваются с самым пугающим случаем в своей жизни.",Джеймс Ван,Вера Фармига,Патрик Уилсон
287,https://avatars.mds.yandex.net/get-kinopoisk-image/1900788/e41ee8d1-b732-4fb7-bc71-67d32f0fc397/300x450,Игрок,2014,1 ч 51 мин,"триллер, драма, криминал",6.2,"Джим Беннетт – рисковый парень. Днем он – гениальный писатель и отличный преподаватель, ночью – заядлый игрок. Он глубоко увяз в мире, где закон – пустой звук, и однажды ставит на кон все, включая собственную жизнь. Те, кому он должен, опасны, а помочь ему может только тот, кто еще опаснее. Достоин ли второго шанса человек, проигравший самого себя? А, если да, то – во сколько это ему обойдется?",Руперт Уайатт,Марк Уолберг,Джон Гудман
288,https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/7b79e1d9-c5e1-4386-a5a6-3f84d9bfb891/300x450,Нефть,2007,2 ч 38 мин,драма,7.8,"Начало XX века. Предприниматель Дэниэл Плэйнвью ищет золото и серебро, а находит нефть. За несколько лет он становится преуспевающим нефтяником, разработавшим уже несколько скважин. Однажды он узнает про новое месторождение. Уцепившись за этот шанс разбогатеть, Дэниэл делает всё, чтобы добиться своего.",Пол Томас Андерсон,Дэниэл Дэй-Льюис,Пол Дано
289,https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/db4fbef1-466a-4dec-9b7a-d4f13eb45738/300x450,Главный герой,2021,1 ч 55 мин,"фантастика, боевик, комедия, мелодрама",7.4,"Парень по имени Парень счастлив. Он живет в лучшем в мире городе Городе, работает на лучшей в мире работе в Банке и дружит с охранником по имени Приятель. И его совершенно не волнует, что Банк грабят по нескольку раз на дню, а улицы Города напоминают зону военных действий. Единственное, чего Парню не хватает для полного счастья — идеальной девушки, к которой у него имеется точный список требований. И вот однажды он видит на улице красотку, точь-в-точь как в его мечтах. Эта встреча изменит не только нашего главного героя, но и перевернёт весь известный ему мир.",Шон Леви,Райан Рейнольдс,Джоди Комер
290,https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/dc0cb577-6199-4903-b0f0-ce1b6acec57c/300x450,Быстрее пули,2022,2 ч 6 мин,"боевик, комедия",7.7,"Наёмник под кодовым именем Божья Коровка отправляется на новую миссию: вместо заболевшего коллеги он должен сесть в скоростной поезд Токио — Киото, выкрасть чемоданчик и сойти на промежуточной станции. Но выполнение простого задания сильно осложняется, когда выясняется, что состав просто кишит всевозможными киллерами.",Дэвид Литч,Брэд Питт,Джои Кинг
