,Poster_Link,Series_Title,Released_Year,Runtime,Genre,Rating,Overview,Director,Star1,Star2
0,https://avatars.mds.yandex.net/get-kinopoisk-image/10812607/19679180-4bac-4b11-9ebe-00b3cb283d97/300x450,Еретик,2024,1 ч 51 мин,"триллер, ужасы",6.7,"Церковная миссия приводит двух молодых мормонок к дверям безобидного, на первый взгляд, мистера Рида. Мужчина приглашает их в дом побеседовать о религии, уверяя, что его супруга печёт пирог и скоро к ним присоединится, но девушки начинают подозревать неладное. Улизнуть втихаря не удаётся, и вскоре выяснится, что вместо пирога их ждут изощрённые издевательства и настоящее испытание веры.",Скотт Бек,Хью Грант,Софи Тэтчер
1,https://avatars.mds.yandex.net/get-kinopoisk-image/10703959/49123e40-fc14-4849-8d0a-aca4ed2bb0bb/300x450,Субстанция,2024,2 ч 21 мин,"ужасы, драма",6.4,"Слава голливудской звезды Элизабет Спаркл осталась в прошлом, хотя она всё ещё ведёт фитнес-шоу на телевидении. Когда её передачу собираются перезапустить с ведущей помоложе, от отчаяния Элизабет решает принять инновационный препарат, создатели которого обещают невероятное преображение, но при соблюдении правила одной недели. Так на свет появляется молодая красотка Сью. Девушка начинает делать карьеру в шоу-бизнесе и вскоре решает, что семи дней ей маловато.",Корали Фаржа,Деми Мур,Маргарет Куолли
2,https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/bcd43d25-600e-4fa3-967b-3564573df1d6/300x450,Веном: Последний танец,2024,1 ч 50 мин,"фантастика, боевик, ужасы",6.5,"Приспособившись к совместному существованию, Эдди и Веном стали друзьями и вместе сражаются со злодеями. Но теперь за Эдди охотятся военные, а за Веномом — его инопланетные сородичи, угрожающие всему живому.",Келли Марсел,Том Харди,Джуно Темпл
3,https://avatars.mds.yandex.net/get-kinopoisk-image/10703959/dce9cf2b-1b69-42b1-abef-b205d8387d2b/300x450,Ручная кладь,2024,1 ч 59 мин,"боевик, триллер, криминал",6.5,"Лос-Анджелес, рождественский день. Сотрудник службы безопасности аэропорта Итан Копек уже предвкушает, как отработает эту сложную смену и вечером вместе с беременной подругой, работающей здесь же, начнёт праздновать Рождество. Решив добиться повышения, он просит начальника дать ему задачу посложнее и поставить на интроскоп. Вскоре с Итаном связывается неизвестный, который настоятельно просит пропустить через интроскоп багаж с запрещённым содержимым, в противном случае его девушка умрёт.",Жауме Кольет-Серра,Тэрон Эджертон,Джейсон Бейтман
4,https://avatars.mds.yandex.net/get-kinopoisk-image/4716873/b88e407d-5665-41d6-9842-a654f95fa37f/300x450,Анора,2024,2 ч 19 мин,"драма, мелодрама, комедия",7.4,"Молодая стриптизерша из Бруклина внезапно выходит замуж за сына русского олигарха. Узнав об этом, родители парня тотчас вылетают из Москвы в Нью-Йорк. Они готовы на всё, лишь бы расстроить брак.",Шон Бэйкер,Майки Мэдисон,Марк Эйдельштейн
5,https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/dbe32117-1d22-4fd3-9157-2383f65693fc/300x450,Крейвен-охотник,2024,2 ч 7 мин,"боевик, триллер",5.5,"Русский иммигрант Сергей Кравинофф должен доказать, что он величайший охотник в мире.",Джей Си Чендор,Аарон Тейлор-Джонсон,Ариана Дебоуз
6,https://avatars.mds.yandex.net/get-kinopoisk-image/10703859/e0f71928-fcf8-46b7-a645-b035bf261719/300x450,Миссия: Красный,2024,2 ч 3 мин,"фэнтези, боевик, комедия, детектив, приключения",6.6,Санта-Клаус под кодовым именем Красный похищен. Начальник службы безопасности Северного полюса должен объединиться с самым известным в мире охотником за головами. Вместе они начинают кругосветную миссию по спасению Рождества.,Джейк Кэздан,Дуэйн Джонсон,Крис Эванс
7,https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/35ea6b45-665d-4d3b-940a-efde13a62c42/300x450,Моана 2,2024,1 ч 40 мин,"мультфильм, мюзикл, фэнтези, комедия, приключения, семейный",7.0,"Получив вызов от предков-искателей, Моана и Мауи отправляются в далёкие и опасные воды Океании.",Дэвид Деррик мл.,Аулии Кравальо,Дуэйн Джонсон
8,https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/ba4c81cc-30b8-448f-8b58-a315f93e567d/300x450,Гладиатор 2,2024,2 ч 28 мин,"боевик, драма, приключения",6.5,"Луций, бывший наследник Римской империи, становится гладиатором.",Ридли Скотт,Пол Мескал,Педро Паскаль
9,https://avatars.mds.yandex.net/get-kinopoisk-image/10592371/ecd0ee64-6c07-4132-b719-7e2fc3d6d1f3/300x450,Мария,2024,2 ч 4 мин,"биография, драма, музыка",7.1,"Сентябрь 1977 года. Мария Каллас, всемирно известная оперная дива на ранней пенсии, живет в роскошной парижской квартире с двумя пуделями, кухаркой и дворецким. Работа первой, помимо готовки, заключается в том, чтобы говорить Марии комплименты. Второй с утра до ночи передвигает для нее по дому огромный рояль, считает её таблетки, забирает её из ресторанов и пытается убедить побеседовать наконец не с галлюцинациями, а со специалистом.",Пабло Ларраин,Анджелина Джоли,Пьерфранческо Фавино
10,https://avatars.mds.yandex.net/get-kinopoisk-image/10671298/f705ab5a-8687-4404-bb1c-13ac696ab2e3/300x450,Граф Монте-Кристо,2024,2 ч 58 мин,"триллер, драма, мелодрама",8.0,"1815 год. В день свадьбы с возлюбленной молодого капитана дальнего плавания Эдмона Дантеса по лживому доносу и несправедливому обвинению в государственной измене без суда и следствия отправляют в одну из самых страшных тюрем — в замок Иф. После 4 лет заключения в тюрьме он встречает ещё одного узника — аббата Фариа, который пытается прорыть тоннель для побега. Став помощником Фариа, Дантес узнает от него о месте, где спрятаны несметные богатства ордена тамплиеров. Спустя 10 лет, совершив побег и добравшись до сокровищ, Дантес становится загадочным графом Монте-Кристо и начинает воплощать хитроумный план мести, чтобы покарать тех, кто сломал ему жизнь.",Александр де Ла Пательер,Пьер Нинэ,Анаис Демустье
11,https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/27ed5c19-a045-49dd-8624-5f629c5d96e0/300x450,Гарри Поттер и философский камень,2001,2 ч 32 мин,"фэнтези, приключения, семейный",8.3,"Жизнь десятилетнего Гарри Поттера нельзя назвать сладкой: родители умерли, едва ему исполнился год, а от дяди и тёти, взявших сироту на воспитание, достаются лишь тычки да подзатыльники. Но в одиннадцатый день рождения Гарри всё меняется. Странный гость, неожиданно появившийся на пороге, приносит письмо, из которого мальчик узнаёт, что на самом деле он - волшебник и зачислен в школу магии под названием Хогвартс. А уже через пару недель Гарри будет мчаться в поезде Хогвартс-экспресс навстречу новой жизни, где его ждут невероятные приключения, верные друзья и самое главное — ключ к разгадке тайны смерти его родителей.",Крис Коламбус,Дэниэл Рэдклифф,Руперт Гринт
12,https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/a40e770e-4560-4335-931e-463df63d12ff/300x450,Приключения Паддингтона 3,2024,1 ч 46 мин,"комедия, детектив, приключения, семейный",7.3,"Паддингтон, ставший полноправным членом семьи Браунов и гражданином Великобритании, отправляется в гости к тетушке Люси на свою далекую родину — в Перу.",Дагал Уилсон,Бен Уишоу,Хью Бонневилль
13,https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/427d3b3c-27de-43c8-83bb-a1d7825a2e02/300x450,Конклав,2024,2 ч,"триллер, драма, детектив",7.1,"После внезапной смерти Папы кардиналы готовятся к конклаву — выборам нового главы католической церкви. Руководство и организацию процедуры поручают кардиналу Лоуренсу. Вскоре он узнаёт несколько не самых приятных тайн о главных кандидатах на место Папы, а это может кардинально повлиять на результат выборов и пошатнуть основы церкви.",Эдвард Бергер,Рэйф Файнс,Стэнли Туччи
14,https://avatars.mds.yandex.net/get-kinopoisk-image/1600647/430042eb-ee69-4818-aed0-a312400a26bf/300x450,Интерстеллар,2014,2 ч 49 мин,"фантастика, драма, приключения",8.6,"Когда засуха, пыльные бури и вымирание растений приводят человечество к продовольственному кризису, коллектив исследователей и учёных отправляется сквозь червоточину (которая предположительно соединяет области пространства-времени через большое расстояние) в путешествие, чтобы превзойти прежние ограничения для космических путешествий человека и найти планету с подходящими для человечества условиями.",Кристофер Нолан,Мэттью Макконахи,Энн Хэтэуэй
15,https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/1658bd9d-06d0-429c-b8bd-421a82f111c8/300x450,Атака Титанов: Последняя атака,2024,2 ч 25 мин,"аниме, мультфильм, фантастика, драма, боевик, фэнтези",8.7,"После катастрофических действий Эрена его друзья и бывшие враги объединяются против него. Армин, Микаса и оставшиеся в живых солдаты разведкорпуса формируют временный союз с Райнером Брауном и остатками марлийской армии, чтобы остановить Эрена. Противостояние людей и титанов достигает апогея.",Дзюн Сисидо,Юки Кадзи,Юи Исикава
16,https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/637271d5-61b4-4e46-ac83-6d07494c7645/300x450,Джентльмены,2019,1 ч 53 мин,"криминал, комедия, боевик",8.6,"Один ушлый американец ещё со студенческих лет приторговывал наркотиками, а теперь придумал схему нелегального обогащения с использованием поместий обедневшей английской аристократии и очень неплохо на этом разбогател. Другой пронырливый журналист приходит к Рэю, правой руке американца, и предлагает тому купить киносценарий, в котором подробно описаны преступления его босса при участии других представителей лондонского криминального мира — партнёра-еврея, китайской диаспоры, чернокожих спортсменов и даже русского олигарха.",Гай Ричи,Мэттью Макконахи,Чарли Ханнэм
17,https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/33c409d8-6c98-4019-94f8-a162d5ce8e26/300x450,Гарри Поттер 20 лет спустя: Возвращение в Хогвартс,2022,1 ч 39 мин,"документальный, семейный",8.1,"Дэниэл Рэдклифф, Руперт Гринт и Эмма Уотсон встретятся со своими коллегами и впервые за долгие годы окажутся в стенах Хогвартса.",Кэйси Паттерсон,Дэниэл Рэдклифф,Руперт Гринт
18,https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/022a58e3-5b9b-411b-bfb3-09fedb700401/300x450,Один дома,1990,1 ч 43 мин,"комедия, семейный",8.3,"Американское семейство отправляется из Чикаго в Европу, но в спешке сборов бестолковые родители забывают дома... одного из своих детей. Юное создание, однако, не теряется и демонстрирует чудеса изобретательности. И когда в дом залезают грабители, им приходится не раз пожалеть о встрече с милым крошкой.",Крис Коламбус,Маколей Калкин,Джо Пеши
19,https://avatars.mds.yandex.net/get-kinopoisk-image/10703959/5b1b0b45-7071-4a4a-964f-c41eb2815fd3/300x450,Присяжный номер два,2024,1 ч 54 мин,"драма, детектив, криминал",6.9,"Обычного гражданина Джастина Кемпа, у которого ожидается прибавление в семействе, отбирают в качестве присяжного в судебном процессе по делу об убийстве. Узнав о деталях дела на первом заседании, Джастин сталкивается с тяжёлой моральной дилеммой.",Клинт Иствуд,Николас Холт,Тони Коллетт
20,https://avatars.mds.yandex.net/get-kinopoisk-image/10835644/ed83d3b6-aab1-4a34-8f0b-421d3d4be0ee/300x450,Злая: Сказка о ведьме Запада,2024,2 ч 40 мин,"мюзикл, фэнтези, мелодрама",7.4,История дружбы двух ведьм из страны Оз — злой Эльфабы и доброй Глинды.,Джон М. Чу,Синтия Эриво,Ариана Гранде
21,https://avatars.mds.yandex.net/get-kinopoisk-image/10671298/72d3ef84-c785-46aa-8a8d-16e0f0847c56/300x450,Министерство неджентльменских дел,2024,1 ч 59 мин,"боевик, комедия, военный, история",7.3,"1942 год, Великобритания. Они — лучшие из лучших. Отпетые авантюристы и первоклассные спецы, привыкшие действовать в одиночку. Но когда на кону стоит судьба всего мира, им приходится объединиться в сверхсекретное боевое подразделение и отправиться на выполнение дерзкой миссии против нацистов. Теперь их дело — война, и вести они её будут совершенно не по-джентльменски.",Гай Ричи,Генри Кавилл,Алан Ричсон
22,https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/39d6ce73-5ec5-443c-8173-d790c1088201/300x450,Дикий робот,2024,1 ч 42 мин,"мультфильм, фантастика, приключения, семейный",8.4,"Робот ROZZUM 7134, потерпев кораблекрушение на безлюдном острове, пытается приспособиться к местным условиям и заводит дружбу с обитающими там животными.",Крис Сандерс,Лупита Нионго,Педро Паскаль
23,https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/544e59a4-9880-4e14-a534-4265c3a08e74/300x450,Властелин колец: Война рохирримов,2024,2 ч 14 мин,"аниме, мультфильм, фэнтези, боевик",6.5,"Внезапное нападение Вульфа, умного и безжалостного лорда Данленда, жаждущего отомстить за смерть своего отца, вынуждает Хельма Молоторукого, короля Рохана, и его людей обороняться в древней крепости Хорнбург.",Кэндзи Камияма,Гайа Уайз,Брайан Кокс
24,https://avatars.mds.yandex.net/get-kinopoisk-image/10592371/35df2d41-69ee-42d2-a029-41fa52b03cc7/300x450,Дэдпул и Росомаха,2024,2 ч 8 мин,"фантастика, боевик, комедия, приключения",7.4,"Уэйд Уилсон попадает в организацию «Управление временными изменениями», что вынуждает его вернуться к своему альтер-эго Дэдпулу и изменить историю с помощью Росомахи.",Шон Леви,Райан Рейнольдс,Хью Джекман
25,https://avatars.mds.yandex.net/get-kinopoisk-image/1777765/185b0c9f-d07a-4529-b023-cdb20eceb18a/300x450,Отпуск по обмену,2006,2 ч 16 мин,"мелодрама, комедия",7.9,"Айрис Симпкинс, автор популярной свадебной колонки в лондонской «Daily Telegraph», живет в очаровательном коттедже в английской провинции. Она влюблена в мужчину, который любит другую. Далеко от нее в Южной Калифорнии живет Аманда Вудс, владелица процветающего рекламного агентства, занимающегося созданием роликов для фильмов. Она вдруг обнаруживает, что любимый человек ей изменяет. Две незнакомые друг с другом женщины, живущие на расстоянии 10 000 километров друг от друга, оказываются в схожей ситуации. И они находят друг друга. В Интернете, на сайте обмена жильем на время отпуска. Перед Рождеством Айрис и Аманда решают отдохнуть от своих проблем, договорившись поменяться континентами и пожить друг у друга в течение двух недель. Айрис переезжает в дом Аманды в солнечной Калифорнии, а Аманда приезжает в засыпанную снегом английскую провинцию…",Нэнси Майерс,Кэмерон Диас,Кейт Уинслет
26,https://avatars.mds.yandex.net/get-kinopoisk-image/1773646/279f9f19-6a29-4fae-935e-54ddf80c653b/300x450,Клаус,2019,1 ч 36 мин,"мультфильм, семейный, комедия, приключения",8.7,"Владелец почтовой империи, чтобы научить ленивого отпрыска по имени Джеспер уму-разуму, отправляет его на крайний север в город Смиренсбург. Тот должен организовать там почтовое отделение и за год обработать не менее 6000 писем. Прибыв на место, парень оказывается в зоне боевых действий: два семейных клана, так уж исторически сложилось, питают взаимную ненависть и свято чтут многовековую традицию при любой возможности мутузить друг друга и делать пакости. Разумеется, в такой обстановке не до писем, и почтовое отделение давно превратилось в курятник. Уже практически отчаявшись, Джеспер посещает лесного отшельника по имени Клаус, и их знакомство положит начало удивительным событиям.",Серхио Паблос,Джейсон Шварцман,Дж.К. Симмонс
27,https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/7c3460dc-344d-433f-8220-f18d86c8397d/300x450,Гладиатор,2000,2 ч 35 мин,"история, боевик, драма",8.6,"Римская империя. Бесстрашного и благородного генерала Максимуса боготворят солдаты, а старый император Марк Аврелий безгранично доверяет ему и относится как к сыну. Однако опытный воин, готовый сразиться с любым противником в честном бою, оказывается бессильным перед коварными придворными интригами. Коммод, сын Марка Аврелия, убивает отца, который планировал сделать преемником не его, а Максимуса, и захватывает власть. Решив избавиться от опасного соперника, который к тому же отказывается присягнуть ему на верность, Коммод отдаёт приказ убить Максимуса и всю его семью. Чудом выжив, но не сумев спасти близких, Максимус попадает в плен к работорговцу, который продаёт его организатору гладиаторских боёв Проксимо. Так легендарный полководец становится гладиатором. Но вскоре ему представится шанс встретиться со своим смертельным врагом лицом к лицу.",Ридли Скотт,Рассел Кроу,Хоакин Феникс
28,https://avatars.mds.yandex.net/get-kinopoisk-image/1946459/bf93b465-1189-4155-9dd1-cb9fb5cb1bb5/300x450,1+1,2011,1 ч 52 мин,"драма, комедия",8.8,"Пострадав в результате несчастного случая, богатый аристократ Филипп нанимает в помощники человека, который менее всего подходит для этой работы, – молодого жителя предместья Дрисса, только что освободившегося из тюрьмы. Несмотря на то, что Филипп прикован к инвалидному креслу, Дриссу удается привнести в размеренную жизнь аристократа дух приключений.",Оливье Накаш,Франсуа Клюзе,Омар Си
29,https://avatars.mds.yandex.net/get-kinopoisk-image/1898899/2a574893-50c3-4643-b807-8813795ba9a7/300x450,28 дней спустя,2002,1 ч 53 мин,"ужасы, фантастика, триллер, драма",7.4,"Группа «зеленых» экстремистов вторгается в центр исследования приматов и выпускает из секретной научной лаборатории обезьяну, зараженную вирусом неудержимой агрессии. Смертельный вирус, передающийся через кровь за считанные секунды, приводит к мгновенному заражению и, соприкоснувшись с любым живым существом, превращает его в кровожадного монстра. 28 дней спустя вся Великобритания охвачена страшной эпидемией: многие эвакуируются, другие ищут безопасные места в надежде спастись. Те, кому посчастливилось не заразиться, вместе с группой военных прячутся в заброшенном доме.",Дэнни Бойл,Киллиан Мерфи,Наоми Харрис
30,https://avatars.mds.yandex.net/get-kinopoisk-image/10592371/3e5a669a-7795-439a-8726-64e1def9990e/300x450,SHEKER. Последний шанс,2024,—,"драма, криминал",6.4,"Алдик попадает в СИЗО за распространение наркотиков, но прямо перед судом идет на сделку с правоохранительными органами, и это может стать его последним шансом на спасение.",Дархан Тулегенов,Азат Жумадил,Ансар Ильясов
31,https://avatars.mds.yandex.net/get-kinopoisk-image/4486362/ca577875-a331-4ba9-9ba1-d17060612bb3/300x450,Поднятие уровня в одиночку. Второе пробуждение,2024,1 ч 56 мин,"аниме, мультфильм, фэнтези, боевик",7.7,"10 лет назад открылись врата в другой мир, где людям дозволено убивать монстров. Так появились охотники, преследующие и уничтожающие тварей. Но не каждому из них суждено повысить свой уровень и стать сильнее. Сон Джин-у был охотником низшего E-ранга, у которого не было ни единого шанса продвинуться по ранговой лестнице, пока однажды он случайно не очутился в подземелье D-ранга. Чуть не погибнув от рук чудовищ, Джин-у открывает секрет повышения уровня.",Сюнсукэ Накасигэ,Нет,Нет
32,https://avatars.mds.yandex.net/get-kinopoisk-image/4774061/6efae789-2a6f-4d0a-935c-ea4bf30585df/300x450,Реальная любовь,2003,2 ч 9 мин,"мелодрама, комедия, драма",7.9,"Любовь поистине правит всеми вокруг — от премьер-министра, влюбившегося в сотрудницу своего аппарата, до писателя, сбежавшего на юг Франции, чтобы склеить свое разбитое сердце.",Ричард Кёртис,Хью Грант,Билл Найи
33,https://avatars.mds.yandex.net/get-kinopoisk-image/6201401/16af46be-bcfe-461e-af54-ff17b905b82e/300x450,Одержимость,2013,1 ч 46 мин,"драма, музыка",8.4,"Эндрю мечтает стать великим. Казалось бы, вот-вот его мечта осуществится. Юношу замечает настоящий гений, дирижер лучшего в стране оркестра. Желание Эндрю добиться успеха быстро становится одержимостью, а безжалостный наставник продолжает подталкивать его все дальше и дальше – за пределы человеческих возможностей. Кто выйдет победителем из этой схватки?",Дэмьен Шазелл,Майлз Теллер,Дж.К. Симмонс
34,https://avatars.mds.yandex.net/get-kinopoisk-image/4303601/617303b7-cfa7-4273-bd1d-63974bf68927/300x450,Остров проклятых,2009,2 ч 18 мин,"триллер, детектив, драма",8.5,"Два американских судебных пристава отправляются на один из островов в штате Массачусетс, чтобы расследовать исчезновение пациентки клиники для умалишенных преступников. При проведении расследования им придется столкнуться с паутиной лжи, обрушившимся ураганом и смертельным бунтом обитателей клиники.",Мартин Скорсезе,Леонардо ДиКаприо,Марк Руффало
35,https://avatars.mds.yandex.net/get-kinopoisk-image/1629390/8ab9a119-dd74-44f0-baec-0629797483d7/300x450,Начало,2010,2 ч 28 мин,"фантастика, боевик, триллер, драма, детектив",8.7,"Кобб – талантливый вор, лучший из лучших в опасном искусстве извлечения: он крадет ценные секреты из глубин подсознания во время сна, когда человеческий разум наиболее уязвим. Редкие способности Кобба сделали его ценным игроком в привычном к предательству мире промышленного шпионажа, но они же превратили его в извечного беглеца и лишили всего, что он когда-либо любил. И вот у Кобба появляется шанс исправить ошибки. Его последнее дело может вернуть все назад, но для этого ему нужно совершить невозможное – инициацию. Вместо идеальной кражи Кобб и его команда спецов должны будут провернуть обратное. Теперь их задача – не украсть идею, а внедрить ее. Если у них получится, это и станет идеальным преступлением. Но никакое планирование или мастерство не могут подготовить команду к встрече с опасным противником, который, кажется, предугадывает каждый их ход. Врагом, увидеть которого мог бы лишь Кобб.",Кристофер Нолан,Леонардо ДиКаприо,Джозеф Гордон-Левитт
36,https://avatars.mds.yandex.net/get-kinopoisk-image/4716873/85b585ea-410f-4d1c-aaa5-8d242756c2a4/300x450,Бойцовский клуб,1999,2 ч 19 мин,"триллер, драма, криминал",8.7,"Сотрудник страховой компании страдает хронической бессонницей и отчаянно пытается вырваться из мучительно скучной жизни. Однажды в очередной командировке он встречает некоего Тайлера Дёрдена — харизматического торговца мылом с извращенной философией. Тайлер уверен, что самосовершенствование — удел слабых, а единственное, ради чего стоит жить, — саморазрушение. Проходит немного времени, и вот уже новые друзья лупят друг друга почем зря на стоянке перед баром, и очищающий мордобой доставляет им высшее блаженство. Приобщая других мужчин к простым радостям физической жестокости, они основывают тайный Бойцовский клуб, который начинает пользоваться невероятной популярностью.",Дэвид Финчер,Эдвард Нортон,Брэд Питт
37,https://avatars.mds.yandex.net/get-kinopoisk-image/4483445/197ef075-aa45-4881-80c5-a182e8847f65/300x450,Пчеловод,2024,1 ч 45 мин,"боевик, криминал",7.2,"Адам Клэй живет в тихом пригороде, занимается разведением пчёл и не распространяется о своей прошлой жизни. Он дружит с пожилой соседкой миссис Паркер, у которой арендует сарай. Однажды миссис Паркер становится жертвой кибермошенников, которые похищают деньги со всех её счетов. Не в силах вынести такой удар, женщина сводит счёты с жизнью. Осознав, что закон в данной ситуации бессилен, Адам решает применить все свои боевые навыки, чтобы вычислить преступников и отомстить.",Дэвид Эйр,Джейсон Стэйтем,Эмми Рейвер-Лэмпман
38,https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/5a5f021a-daa2-4c54-8206-daef9f47f3b1/300x450,Улыбка 2,2024,2 ч 7 мин,ужасы,6.5,"Джоэл избавился от проклятья, передав его случайному свидетелю убийства двух наркоторговцев. Несколько дней спустя поп-звезда Скай, которая готовится к возвращению на сцену после годового перерыва, не в силах терпеть боль в спине отправляется к знакомому дилеру. Тот ведёт себя странно, сильно напуган и вдруг, дико улыбаясь, забивает себя до смерти блином от штанги. Теперь, в самое неподходящее время — перед большим турне, когда Скай нужно репетировать и посещать мероприятия, — девушку начинают сводить с ума галлюцинации и жуткие улыбки.",Паркер Финн,Наоми Скотт,Дилан Гелула
39,https://avatars.mds.yandex.net/get-kinopoisk-image/4716873/19a63a06-a953-4cd8-9605-7b15dd5d7d46/300x450,Джокер: Безумие на двоих,2024,2 ч 18 мин,"драма, мюзикл, криминал, триллер",5.8,"Находясь на принудительном лечении в больнице Аркхем, несостоявшийся комик Артур Флек встречает любовь всей своей жизни — Харли Квинн.",Тодд Филлипс,Хоакин Феникс,Леди Гага
40,https://avatars.mds.yandex.net/get-kinopoisk-image/9784475/0c67265b-6631-4e25-b89c-3ddf4e5a1ee7/300x450,Дюна: Часть вторая,2024,2 ч 46 мин,"фантастика, боевик, драма, приключения",8.2,"Герцог Пол Атрейдес присоединяется к фрименам, чтобы стать Муад Дибом, одновременно пытаясь остановить наступление войны.",Дени Вильнёв,Тимоти Шаламе,Зендея
41,https://avatars.mds.yandex.net/get-kinopoisk-image/10812607/268398cc-0e4e-4e06-a7c3-fc6b4ff1ef68/300x450,Ужасающий 3,2024,2 ч 5 мин,ужасы,6.2,"Пять лет назад адский клоун-маньяк Арт восстал из мёртвых, выкрал из психлечебницы Викторию и заснул. А Сиенна, проведя эти годы в специализированном учреждении, собирается встретить Рождество с семьёй тёти. Она обожает младшую двоюродную сестру и рада находиться в кругу родни, но страшные видения не отпускают девушку. Как раз в это время незадачливые рабочие пробуждают Арта и демона, вселившегося в изуродованное тело Виктории, — так порождения тьмы отправляются наводить рождественскую суету среди ничего не подозревающих жителей округа Майлз.",Дэмиен Леоне,Лорен ЛаВера,Дэвид Ховард Торнтон
42,https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/e38dd6f9-610e-4c90-8540-dc48560cb9cc/300x450,"Поймай меня, если сможешь",2002,2 ч 21 мин,"криминал, биография, комедия",8.5,"Фрэнк Эбегнейл успел поработать врачом, адвокатом и пилотом на пассажирской авиалинии – и все это до достижения полного совершеннолетия в 21 год. Мастер в обмане и жульничестве, он также обладал искусством подделки документов, что в конечном счете принесло ему миллионы долларов, которые он получил по фальшивым чекам. Агент ФБР Карл Хэнрэтти отдал бы все, чтобы схватить Фрэнка и привлечь к ответственности за свои деяния, но Фрэнк всегда опережает его на шаг, заставляя продолжать погоню.",Стивен Спилберг,Леонардо ДиКаприо,Том Хэнкс
43,https://avatars.mds.yandex.net/get-kinopoisk-image/1599028/ed22f4ca-eecc-401a-99d4-8504e9e7d9ac/300x450,Рождество на двоих,2019,1 ч 43 мин,"фэнтези, драма, мелодрама, комедия",6.9,"Кейт работает в магазине рождественских товаров, злоупотребляет выпивкой и давно бросила переживать из-за собственной жизни. Но всё меняется после знакомства с милым и очаровательным Томом.",Пол Фиг,Эмилия Кларк,Генри Голдинг
44,https://avatars.mds.yandex.net/get-kinopoisk-image/4486454/c5292109-642c-4ab0-894a-cc304e1bcec4/300x450,Оппенгеймер,2023,3 ч,"биография, драма, история",8.1,"История жизни американского физика-теоретика Роберта Оппенгеймера, который во времена Второй мировой войны руководил Манхэттенским проектом — секретными разработками ядерного оружия.",Кристофер Нолан,Киллиан Мерфи,Эмили Блант
45,https://avatars.mds.yandex.net/get-kinopoisk-image/1704946/16b82307-bdcc-4b9b-a427-55a07771c33a/300x450,Веном,2018,1 ч 52 мин,"фантастика, боевик, ужасы",6.9,"Что, если в один прекрасный день в тебя вселится симбиот, который наделит тебя сверхчеловеческими способностями? Вот только Веном — симбиот совсем недобрый, и договориться с ним невозможно. А нужно ли договариваться? Ведь в какой-то момент ты понимаешь, что быть плохим вовсе не так уж и плохо, так даже веселее. А в мире и так слишком много супергероев.",Рубен Фляйшер,Том Харди,Мишель Уильямс
46,https://avatars.mds.yandex.net/get-kinopoisk-image/10893610/a23fcb64-83d6-4da5-a2ff-fbf435688878/300x450,Чужой: Ромул,2024,1 ч 59 мин,"ужасы, фантастика, боевик",7.0,"Середина XXII века. На колонизированной планете Звезда Джексона никогда не восходит солнце, и почти всё население работает в шахтах. Девушка Рэйн с андроидом Энди, которого она называет братом, собиралась переехать на другую планету, но корпорация в одностороннем порядке продлила её контракт ещё на пять лет. Возможность сбежать появляется, когда компания друзей Рэйн решает проникнуть на пролетающий мимо заброшенный космический корабль с необходимым для длительного путешествия оборудованием.",Феде Альварес,Кейли Спейни,Дэвид Джонссон
